123.47092	-1.00000	77	0.53637	0.84026
118.45377	0.04236	76	0.53549	0.84041
115.95544	0.02155	77	0.53757	0.84100
113.40563	0.02248	77	0.53727	0.84103
112.38713	0.00906	78	0.53765	0.84143
112.58379	-0.00175	80	0.53889	0.84183
111.58757	0.00893	79	0.53859	0.84161
110.53176	0.00955	77	0.53870	0.84213
111.18253	-0.00585	78	0.53869	0.84178
109.62496	0.01421	77	0.53934	0.84200
110.60211	-0.00883	75	0.53945	0.84178
108.89895	0.01564	74	0.53860	0.84173
108.99186	-0.00085	75	0.53916	0.84196
108.32933	0.00612	74	0.53825	0.84179
108.37098	-0.00038	74	0.53809	0.84169
107.94034	0.00399	72	0.53795	0.84158
108.39955	-0.00424	71	0.53830	0.84143
108.05102	0.00323	73	0.53850	0.84145
109.72453	-0.01525	75	0.53946	0.84166
108.95729	0.00704	73	0.53957	0.84154
107.96459	0.00919	72	0.54014	0.84163
106.64342	0.01239	73	0.53927	0.84157
107.17118	-0.00492	70	0.53918	0.84160
106.98584	0.00173	69	0.53965	0.84158
107.66754	-0.00633	68	0.54001	0.84155
106.95175	0.00669	68	0.54016	0.84160
106.61778	0.00313	68	0.53952	0.84161
108.31158	-0.01564	70	0.54005	0.84156
107.87428	0.00405	69	0.53959	0.84165
106.95734	0.00857	69	0.53959	0.84146
106.93246	0.00023	71	0.53905	0.84145
107.11256	-0.00168	68	0.53925	0.84151
107.07669	0.00034	67	0.53825	0.84117
107.65236	-0.00535	69	0.53831	0.84128
108.06142	-0.00379	69	0.53850	0.84133
107.22797	0.00777	67	0.53886	0.84157
106.69212	0.00502	67	0.53890	0.84141
106.45866	0.00219	68	0.53898	0.84130
106.94490	-0.00455	67	0.53911	0.84129
106.70994	0.00220	68	0.53895	0.84152
107.35191	-0.00598	69	0.53892	0.84153
107.14766	0.00191	68	0.53903	0.84161
106.06140	0.01024	67	0.53862	0.84136
107.58565	-0.01417	68	0.53832	0.84133
109.21711	-0.01494	70	0.53797	0.84126
108.25923	0.00885	71	0.53784	0.84116
107.02294	0.01155	71	0.53769	0.84130
107.90444	-0.00817	68	0.53719	0.84116
106.72311	0.01107	68	0.53719	0.84110
107.43612	-0.00664	66	0.53730	0.84095
