phone_1_1,phone_1_2
191,14,31,4,
14,9,8,17,
30,6,8,4,
Normal Kappa,0.05759162303664876
Intra Kappa,0.289198606271777
Inter Kappa,0.17647058823529413
phone_1_2,phone_1_3
207,15,10,8,
14,8,12,14,
29,9,8,2,
Normal Kappa,0.33422103861517966
Intra Kappa,0.1724137931034484
Inter Kappa,-0.03553299492385791
phone_1_3,phone_1_1
191,26,14,9,
14,12,9,13,
31,6,5,6,
Normal Kappa,0.22014622258326577
Intra Kappa,0.12802768166089962
Inter Kappa,0.3714285714285716
phone_2_1,phone_2_2
191,23,13,13,
16,9,12,11,
33,5,5,5,
Normal Kappa,0.33579335793357923
Intra Kappa,0.1188811188811187
Inter Kappa,0.3684210526315789
phone_2_2,phone_2_3
191,13,25,11,
22,6,10,10,
26,12,7,3,
Normal Kappa,0.2803030303030303
Intra Kappa,0.29411764705882343
Inter Kappa,-0.01333333333333314
phone_2_3,phone_2_1
199,17,15,9,
19,13,6,10,
27,6,11,4,
Normal Kappa,0.28571428571428537
Intra Kappa,0.19718309859154926
Inter Kappa,0.09333333333333368
