0.0389830508,0.5033557047,0.1006711409,0.0425055928,0.0201342282,0.0648769575,0.0648769575,0.0134228188,0.0760626398,0,0.0134228188,0.0246085011,0.0044742729,0.0246085011,0.0067114094,0.0201342282,0.0201342282
0.1983050847,0.0541436464,0.5546961326,0.0430939227,0.0740331492,0.070718232,0.0309392265,0.008839779,0.0651933702,0.0143646409,0,0.0165745856,0.0110497238,0.0254143646,0.0077348066,0.008839779,0.0143646409
0.0449152542,0.0448877805,0.0523690773,0.5436408978,0.0349127182,0.0673316708,0.0473815461,0.0149625935,0.0972568579,0.0124688279,0.0099750623,0,0.0149625935,0.0074812968,0.0074812968,0.0174563591,0.0274314214
0.0618644068,0.0283687943,0.0833333333,0.0265957447,0.6914893617,0.0265957447,0.0195035461,0.0124113475,0.0443262411,0.0230496454,0.0124113475,0.0088652482,0,0.0017730496,0.0070921986,0.0053191489,0.0088652482
0.0779661017,0.0775444265,0.0694668821,0.0533117932,0.0306946688,0.5201938611,0.0403877221,0.0064620355,0.0743134087,0.0210016155,0.01453958,0.0193861066,0.0048465267,0,0.0064620355,0.0323101777,0.0290791599
0.0983050847,0.05,0.0727272727,0.0454545455,0.0613636364,0.0704545455,0.5136363636,0.0204545455,0.05,0.0159090909,0.0136363636,0.0113636364,0.0068181818,0.0136363636,0,0.0181818182,0.0363636364
0.0093220339,0.0277777778,0.0462962963,0.0555555556,0.0555555556,0.0740740741,0.0740740741,0.462962963,0.0648148148,0.0185185185,0.0092592593,0.0185185185,0.0092592593,0.0185185185,0.037037037,0,0.0277777778
0.0491525424,0.0540935673,0.048245614,0.048245614,0.0321637427,0.048245614,0.0394736842,0.0087719298,0.6286549708,0.0073099415,0.0131578947,0.0102339181,0.014619883,0.0263157895,0.0087719298,0.0116959064,0
0.0474576271,0,0.012195122,0.0076219512,0.0076219512,0.0091463415,0.0106707317,0,0.012195122,0.5426829268,0.0884146341,0.0213414634,0.1082317073,0.0579268293,0.0472560976,0.0228658537,0.0518292683
0.1271186441,0.0033482143,0,0.0089285714,0.0033482143,0.0133928571,0.0044642857,0.0011160714,0.0033482143,0.0602678571,0.6104910714,0.0234375,0.0993303571,0.0502232143,0.046875,0.0290178571,0.0424107143
0.0288135593,0.0095238095,0.0119047619,0,0.0047619048,0.0071428571,0.0023809524,0,0.0047619048,0.0619047619,0.0619047619,0.5666666667,0.0619047619,0.0547619048,0.0214285714,0.0333333333,0.0976190476
0.05,0.002020202,0.0070707071,0.004040404,0,0,0.0070707071,0.002020202,0.003030303,0.0333333333,0.0898989899,0.0181818182,0.7101010101,0.0191919192,0.0474747475,0.0252525253,0.0313131313
0.0474576271,0.0140252454,0.0168302945,0.0070126227,0.0014025245,0,0.0070126227,0.0070126227,0.0168302945,0.0603085554,0.0532959327,0.0532959327,0.0168302945,0.6100981767,0.0392706872,0.0434782609,0.0532959327
0.0584745763,0.0141843972,0.0047281324,0.0070921986,0.0189125296,0.0023640662,0,0.0023640662,0.0023640662,0.0780141844,0.0945626478,0.0260047281,0.0969267139,0.0638297872,0.4846335697,0.0449172577,0.0591016548
0.0406779661,0.0026990553,0.0026990553,0.0094466937,0.0013495277,0.0094466937,0.0013495277,0,0.0107962213,0.0269905533,0.0337381916,0.0148448043,0.0431848853,0.0458839406,0.0350877193,0.685560054,0.0769230769
0.0211864407,0.0055803571,0.0044642857,0.0022321429,0.0055803571,0.0055803571,0.0044642857,0.0055803571,0,0.0256696429,0.0390625,0.0334821429,0.0524553571,0.0379464286,0.0290178571,0.0636160714,0.6852678571
